Symbol,Company Name,Market Cap,Div. ($),Div. Yield,Payout Ratio,Div. Growth,Payout Freq.,Years,Div. Growth 3Y,Div. Growth 5Y,Category,fiveYearAvgDivdendYield,Trainling_5Y_avg_dividend_yield,Trainling_5Y_min_dividend_yield,Trainling_5Y_max_dividend_yield,Trainling_10Y_avg_dividend_yield,Trainling_10Y_min_dividend_yield,Trainling_10Y_max_dividend_yield,Sector,Industry,FCF_Dividend_Ratio,Debt_to_Equity,ROE,Five_y_DividendYield_diff,Ten_y_DividendYield_diff
HTO,H2O America,1.77B,1.68,0.034,0.5292,0.05,Quarterly,32.0,0.0479,0.0526,King,0.0243,0.02652079906700286,0.01871610461933887,0.03780378154625548,0.024390085309447328,0.011975642658669376,0.03780378154625548,Utilities,Utilities - Regulated Water,-4.06,124.79,7.65,0.39917695473251047,0.3940090642827863
HUN,Huntsman Corporation,1.72B,0.35,0.0354,,-0.1625,Quarterly,4.0,-0.0049,0.052000000000000005,SCHD,0.0417,0.04727012238185005,0.021804519930613032,0.13589803655502386,0.04235608807193122,0.018930269084606845,0.13589803655502386,Basic Materials,Chemicals,6.03,80.01,-8.0,-0.1510791366906475,-0.16422876588881488
FMC,FMC Corporation,1.67B,0.32,0.024,,-0.2155,Quarterly,,-0.056900000000000006,0.0022,SCHD,0.0344,0.03805978807650078,0.017276811850112785,0.19047618570371766,0.027268112128657727,0.00821209374900808,0.19047618570371766,Basic Materials,Agricultural Inputs,0.81,122.64,-11.46,-0.3023255813953488,-0.11985105948068432
WEN,The Wendy's Company,1.58B,0.56,0.0676,0.7086,-0.33,Quarterly,,0.1025,0.18230000000000002,SCHD,0.0414,0.045371483007170865,0.015026301542778866,0.09390242646522168,0.035396606101276276,0.009995846566820942,0.09390242646522168,Consumer Cyclical,Restaurants,1.62,3785.27,100.85,0.6328502415458936,0.9097876165467338
SRCE,1st Source Corporation,1.56B,1.60,0.025,0.253,0.0857,Quarterly,38.0,0.0617,0.0611,SCHD,0.0253,0.027661898519738725,0.021558697764961256,0.03391813274561799,0.027116938747086785,0.017716171603074832,0.04976962604248978,Financial Services,Banks - Regional,0.0,0.0,12.05,-0.011857707509881351,-0.07806702544232466
STBA,"S&T Bancorp, Inc.",1.56B,1.44,0.0354,0.39880000000000004,0.037599999999999995,Quarterly,12.0,0.0391,0.0426,SCHD,0.0379,0.04229565830989482,0.030477932592020602,0.05847263025811989,0.040301384275671405,0.02559564605312805,0.08072215218176372,Financial Services,Banks - Regional,0.0,0.0,9.35,-0.06596306068601589,-0.1216182611035077
LKFN,Lakeland Financial Corporation,1.51B,2.00,0.0338,0.5277000000000001,0.0417,Quarterly,11.0,0.0641,0.1003,SCHD,0.0262,0.029028909545270466,0.017991406495068404,0.04623003562342528,0.02826034092812802,0.017991406495068404,0.04623003562342528,Financial Services,Banks - Regional,0.0,0.0,13.5,0.2900763358778624,0.19602237234011055
GABC,"German American Bancorp, Inc.",1.50B,1.16,0.028999999999999998,0.4035,0.0741,Quarterly,12.0,0.0726,0.08259999999999999,SCHD,0.0265,0.029359242942874328,0.019045848658817425,0.04158247008539552,0.02671249650965944,0.016491323431836357,0.04158247008539552,Financial Services,Banks - Regional,0.0,0.0,10.75,0.09433962264150939,0.08563420830072477
NSP,"Insperity, Inc.",1.45B,2.40,0.062400000000000004,5.3647,0.0127,Quarterly,2.0,0.060899999999999996,0.08449999999999999,SCHD,0.0235,0.030778754460842665,0.015880449688142118,0.1281929818415857,0.026234730440795835,0.007257692319405573,0.1281929818415857,Industrials,Staffing & Employment Services,0.55,501.15,16.04,1.6553191489361703,1.3785264400112163
TNC,Tennant Company,1.37B,1.24,0.0165,0.4106,0.0529,Quarterly,53.0,0.0559,0.060700000000000004,King,0.0133,0.014022710585858541,0.009334748207074844,0.018963028806812988,0.014214178979553094,0.009334748207074844,0.019595960196589293,Industrials,Specialty Industrial Machinery,4.53,42.6,8.49,0.24060150375939862,0.16081273661567297
UVV,Universal Corporation,1.33B,3.28,0.0616,0.7368000000000001,0.0124,Quarterly,55.0,0.0125,0.0127,King,0.0596,0.0698239369629249,0.0510352755017728,0.0898307575434588,0.07096285005677927,0.04328314053568015,0.1121549310760047,Consumer Defensive,Tobacco,1.59,79.39,8.86,0.0335570469798658,-0.13194016375170672
GRC,The Gorman-Rupp Company,1.31B,0.76,0.015300000000000001,0.3896,0.0276,Quarterly,52.0,0.0259,0.044199999999999996,King,0.0202,0.02165998156340247,0.014591298634922438,0.03159039742182164,0.027325601612030206,0.014591298634922438,0.321304467199086,Industrials,Specialty Industrial Machinery,3.89,79.88,13.01,-0.24257425742574248,-0.4400855206326321
PFBC,Preferred Bank,1.23B,3.00,0.0302,0.304,0.07139999999999999,Quarterly,4.0,0.177,0.2011,SCHD,0.0284,0.0328942038744345,0.020954430963068586,0.05457417532893302,0.028927302752883525,0.014488327597529015,0.05457417532893302,Financial Services,Banks - Regional,0.0,0.0,16.91,0.06338028169014083,0.04399640222210526
CRI,"Carter's, Inc.",1.16B,1.00,0.0315,0.632,-0.5156000000000001,Quarterly,1.0,-0.19760000000000003,0.31120000000000003,SCHD,0.0166,0.043585716864108316,0.017484644725597683,0.10466577380306244,0.03340491176261927,0.011108327208233367,0.10466577380306244,Consumer Cyclical,Apparel Retail,1.54,136.29,10.52,0.8975903614457831,-0.05702490029477943
VRTS,"Virtus Investment Partners, Inc.",1.13B,9.60,0.0576,0.47759999999999997,0.12050000000000001,Quarterly,8.0,0.1386,0.2556,SCHD,0.0305,0.03546105108580481,0.011541756392238946,0.06547027511825629,0.029813100997783705,0.011541756392238946,0.06547027511825629,Financial Services,Asset Management,1.36,47.4,14.06,0.8885245901639344,0.9320365232815587
SCL,Stepan Company,1.07B,1.58,0.0336,0.7833,0.0265,Quarterly,57.0,0.042,0.0652,King,0.0169,0.0181504552158152,0.009626899187527136,0.036717400488502104,0.015369436988440552,0.009318044967927278,0.036717400488502104,Basic Materials,Specialty Chemicals,0.77,57.95,3.67,0.9881656804733728,1.1861568530630475
MSEX,Middlesex Water Company,948.43M,1.44,0.0278,0.5785,0.049400000000000006,Quarterly,52.0,0.0462,0.0547,King,0.0175,0.01872249431004749,0.010297499084862593,0.029635727422884273,0.02075375170542942,0.010297499084862593,0.037755602207255684,Utilities,Utilities - Regulated Water,-1.57,85.83,9.28,0.5885714285714283,0.3395168446930585
CPF,Central Pacific Financial Corp.,868.94M,1.12,0.0346,0.4486,0.0481,Quarterly,,0.0158,0.0345,SCHD,0.0445,0.05018532293602106,0.03335205787014694,0.08729389953972384,0.04836301290793962,0.027248594872840988,0.14438410674627458,Financial Services,Banks - Regional,0.0,0.0,11.65,-0.22247191011235953,-0.28457724364976833
THFF,First Financial Corporation,740.19M,2.24,0.0359,0.3345,0.12369999999999999,Quarterly,35.0,0.1775,0.1476,SCHD,0.0291,0.05517504458225135,0.03111178907266379,0.10329840824229308,0.06030449985830603,0.03111178907266379,0.1700524040223628,Financial Services,Banks - Regional,0.0,0.0,12.46,0.23367697594501718,-0.4046878742987316
AMSF,"AMERISAFE, Inc.",730.42M,2.56,0.0663,0.9845999999999999,-0.4286,Quarterly,,-0.21239999999999998,-0.10980000000000001,SCHD,0.0257,0.08823552728736946,0.02534752860371334,0.44526107999317427,0.10252871853543917,0.021530567206064277,0.5719662930979398,Financial Services,Insurance - Specialty,2.06,0.0,16.95,1.5797665369649805,-0.35335191010815836
ETD,Ethan Allen Interiors Inc.,591.12M,1.81,0.0779,0.9783,-0.0622,Quarterly,2.0,0.0113,0.21989999999999998,SCHD,0.0468,0.09146876361627371,0.044094346736510526,0.2345894462088026,0.08494300154127177,0.0310648794074008,0.4123925230633347,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.11,26.5,9.96,0.6645299145299144,-0.08291444160764375
KFRC,Kforce Inc.,534.74M,1.56,0.050300000000000004,0.6901999999999999,0.0263,Quarterly,7.0,0.09140000000000001,0.1429,SCHD,0.0233,0.026027779268588708,0.014423507306142717,0.06441467876902479,0.026146134396554558,0.013308289642782616,0.06441467876902479,Industrials,Staffing & Employment Services,2.31,61.37,27.19,1.1587982832618027,0.9238025490539953
OXM,"Oxford Industries, Inc.",527.85M,2.76,0.07780000000000001,,0.029900000000000003,Quarterly,5.0,0.0785,0.22510000000000002,SCHD,0.028,0.03190188132745853,0.012313901522233172,0.08695652236618677,0.02730122837608157,0.012313901522233172,0.08695652236618677,Consumer Cyclical,Apparel Manufacturing,0.3,107.23,-0.51,1.778571428571429,1.849688626763772
CWENA,CWENA (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,SCHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
FMCB,FMCB (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,King,0.0174,0.03563491501252888,0.017955555555555554,0.0448326846616433,0.028759409406170493,0.0,0.050594436778332766,Financial Services,Banks - Regional,0.0,0.0,14.69,-1.0,-1.0
LANC,LANC (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,King,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,Consumer Defensive,Packaged Foods,0.0,0.0,17.77,-1.0,0.0
CDUAF,CDUAF (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,King,0.0514,0.05786030098902407,0.043064985026110884,0.0731346933057077,0.057814708849289326,0.00645099954022913,0.09284224908588902,Utilities,Utilities - Diversified,-1.94,168.45,8.73,-1.0,-1.0
CMCSA,Comcast Corporation,108.52B,1.32,0.0443,0.2194,0.0645,Quarterly,6.0,0.0692,0.07490000000000001,Others,0.0274,0.030298745541370246,0.01814345952200221,0.04988662304129129,0.02651128197991693,0.017812576752148073,0.04988662304129129,Communication Services,Telecom Services,0.85,101.46,24.19,0.6167883211678832,0.6709867155258106
MDLZ,"Mondelez International, Inc.",70.48B,2.00,0.0366,0.7204999999999999,0.08380000000000001,Quarterly,11.0,0.0969,0.1008,Others,0.0236,0.025967384544049347,0.02099309544936989,0.03718163164081055,0.02467623927583732,0.01821115087929644,0.03718163164081055,Consumer Defensive,Confectioners,0.76,83.62,13.1,0.5508474576271187,0.4832081822062037
WEC,"WEC Energy Group, Inc.",34.33B,3.81,0.0361,0.6878,0.0684,Quarterly,22.0,0.0701,0.0711,Others,0.0323,0.0360640311136378,0.030349341438542017,0.04644328410033766,0.037900602486879105,0.028399083752209137,0.050392952236707034,Utilities,Utilities - Regulated Electric,-1.15,151.45,12.81,0.11764705882352934,-0.04750854521382502
VICI,VICI Properties Inc.,29.88B,1.80,0.0644,0.6709,0.041299999999999996,Quarterly,7.0,0.0557,0.0706,Others,0.0498,0.058951296214934265,0.04892447887691038,0.0694934687842793,0.0,0.0,0.0,Real Estate,REIT - Diversified,0.68,62.92,10.36,0.29317269076305225,0.0
HPQ,HP Inc.,21.26B,1.20,0.0518,0.44079999999999997,0.0466,Quarterly,8.0,0.048799999999999996,0.1009,Others,0.0329,0.03713766246601416,0.02396805857232319,0.05461780705617557,0.03963032595984718,0.02396805857232319,0.07655246497950897,Technology,Computer Hardware,2.17,0.0,0.0,0.574468085106383,0.3070798371046188
PFG,"Principal Financial Group, Inc.",19.68B,3.16,0.0353,0.44549999999999995,0.08070000000000001,Quarterly,16.0,0.0636,0.0658,Others,0.0349,0.039248104333593214,0.03025498654439556,0.056606834185018905,0.045286709814196635,0.03025498654439556,0.11534160618968446,Financial Services,Asset Management,2.06,34.14,13.77,0.011461318051575861,-0.22052186734629967
MGA,Magna International Inc.,15.16B,1.94,0.0361,0.532,0.021099999999999997,Quarterly,15.0,0.023399999999999997,0.0354,Others,0.0337,0.036842620675460264,0.019278030226588246,0.06449420662964907,0.03518145565229429,0.019278030226588246,0.07944932011256589,Consumer Cyclical,Auto Parts,3.1,57.81,8.7,0.07121661721068247,0.02610876470785855
WTRG,"Essential Utilities, Inc.",10.91B,1.37,0.035699999999999996,0.5571,0.056100000000000004,Quarterly,32.0,0.057699999999999994,0.0626,Others,0.0278,0.030720434448795526,0.022423471016079412,0.04070889482348674,0.029476368840882623,0.020331158030278802,0.04070889482348674,Utilities,Utilities - Regulated Water,-1.75,117.02,10.29,0.2841726618705035,0.2111396825271581
AES,The AES Corporation,9.94B,0.70,0.0504,0.48090000000000005,0.0149,Quarterly,13.0,0.0322,0.0393,Others,0.0358,0.039923612234825046,0.024507189344646844,0.07505792087432707,0.04501861391359473,0.024507189344646844,0.07505792087432707,Utilities,Utilities - Diversified,-7.4,302.9,5.11,0.4078212290502794,0.11953691192567353
EMN,Eastman Chemical Company,7.17B,3.36,0.0538,0.5540999999999999,0.0215,Quarterly,15.0,0.0275,0.0452,Others,0.0339,0.037953201157996344,0.025130946616695436,0.059666227080431664,0.037718395314058364,0.025130946616695436,0.08397243929226367,Basic Materials,Specialty Chemicals,0.8,89.23,12.12,0.5870206489675517,0.4263597258589555
CWEN.A,"Clearway Energy, Inc.",6.44B,1.81,0.057300000000000004,0.7559,0.06849999999999999,Quarterly,5.0,0.0738,0.1097,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
FAF,First American Financial Corporation,6.25B,2.20,0.0359,0.469,0.0187,Quarterly,15.0,0.0191,0.0414,Others,0.0338,0.03772316759804099,0.02917724320883802,0.05279758094955167,0.03892163210918974,0.02917724320883802,0.06474678361239508,Financial Services,Insurance - Specialty,4.95,53.43,9.29,0.06213017751479304,-0.07763374620861038
LW,"Lamb Weston Holdings, Inc.",5.90B,1.52,0.0358,0.5367999999999999,0.0276,Quarterly,9.0,0.1365,0.1,Others,0.0157,0.0171020361410803,0.010228623367773498,0.03540669921084133,0.0,0.0,0.0,Consumer Defensive,Packaged Foods,2.91,224.85,23.16,1.2802547770700639,0.0
HRB,"H&R Block, Inc.",5.50B,1.68,0.0388,0.3531,0.1439,Quarterly,9.0,0.12390000000000001,0.0886,Others,0.0331,0.03697702614475642,0.020080226515731183,0.0810016847759156,0.04621077910560294,0.020080226515731183,0.10803222028242032,Consumer Cyclical,Personal Services,2.29,0.0,0.0,0.17220543806646538,-0.1603690578050522
POR,Portland General Electric Company,5.37B,2.10,0.044000000000000004,0.7476999999999999,0.0506,Quarterly,19.0,0.051,0.0554,Others,0.0398,0.04522507167178949,0.035539124490357475,0.05418067804387051,0.04334325624959579,0.03153909158437268,0.057792585843269226,Utilities,Utilities - Regulated Electric,-2.12,136.25,7.99,0.10552763819095483,0.01515215531159676
MAIN,Main Street Capital Corporation,5.36B,4.26,0.0723,0.7034,0.0291,Monthly,5.0,0.1423,0.115,Others,0.0622,0.024891239999337813,0.009530890572400978,0.038725320967158035,0.0321515756390856,0.009530890572400978,0.08191816731372843,Financial Services,Asset Management,0.63,73.62,19.07,0.16237942122186502,1.2487233848691168
AUB,Atlantic Union Bankshares Corporation,5.21B,1.48,0.0405,0.7931,0.0692,Quarterly,14.0,0.056100000000000004,0.0681,Others,0.0349,0.03909526774180401,0.028254188538161758,0.05899205669604556,0.03780581217602065,0.025758062197377717,0.06319933113012585,Financial Services,Banks - Regional,0.0,0.0,5.42,0.16045845272206305,0.07126385253768497
NJR,New Jersey Resources Corporation,4.67B,1.90,0.040999999999999995,0.5556,0.0632,Quarterly,29.0,0.0712,0.0748,Others,0.0351,0.03978115472523232,0.03126702496340919,0.04893119985622728,0.03844381993792208,0.029057244800660374,0.06299164325623004,Utilities,Utilities - Regulated Gas,-1.29,0.0,14.62,0.16809116809116798,0.06649131293938948
SON,Sonoco Products Company,4.26B,2.12,0.049100000000000005,0.3348,0.019299999999999998,Quarterly,44.0,0.024900000000000002,0.0393,Others,0.0354,0.039538885030077055,0.030809276698997114,0.05469786346313102,0.039419635582120305,0.030809276698997114,0.05582246510149436,Consumer Cyclical,Packaging & Containers,2.07,164.29,6.35,0.3870056497175142,0.24557214380415163
HASI,"HA Sustainable Infrastructure Capital, Inc.",4.21B,1.68,0.051,0.7254,0.012,Quarterly,6.0,0.0385,0.0432,Others,0.0474,0.05463318302142699,0.024502333666270776,0.1234209645108593,0.06772267751003315,0.024502333666270776,0.1234209645108593,Financial Services,Asset Management,0.0,193.61,12.54,0.07594936708860758,-0.24692877075859382
CWEN,"Clearway Energy, Inc.",3.93B,1.77,0.053,0.7559,0.06849999999999999,Quarterly,5.0,0.0738,0.1097,Others,0.0504,0.059827557264166366,0.04140242260383065,0.09495993124825325,0.0723304401827277,0.04140242260383065,0.14033292648029058,Utilities,Utilities - Renewable,3.45,159.87,-1.4,0.05158730158730155,-0.26725179791376075
LCII,LCI Industries,3.00B,4.60,0.037200000000000004,0.6459,0.0698,Quarterly,8.0,0.0434,0.10439999999999999,Others,0.0348,0.039454277372192904,0.02338393660285189,0.0633914666821431,0.03867805596719814,0.015419505135198009,0.203675884153436,Consumer Cyclical,Recreational Vehicles,1.84,88.09,12.89,0.06896551724137949,-0.0382143292944101
FRME,First Merchants Corporation,2.22B,1.44,0.037599999999999995,0.35729999999999995,0.0288,Quarterly,13.0,0.045899999999999996,0.0658,Others,0.0338,0.0379107291079295,0.024612342401380598,0.0574387613353818,0.0336827560528064,0.018576349848541826,0.0574387613353818,Financial Services,Banks - Regional,0.0,0.0,9.9,0.11242603550295853,0.11629820140169961
WD,"Walker & Dunlop, Inc.",2.07B,2.68,0.044000000000000004,0.7959999999999999,0.0308,Quarterly,7.0,0.0332,0.1115,Others,0.0251,0.028085248456820644,0.014497609153208533,0.044444445006773144,0.021535587115129023,0.0,0.06764763986953873,Financial Services,Mortgage Finance,0.0,171.56,6.31,0.752988047808765,1.0431298094998045
AGM.A,Federal Agricultural Mortgage Corporation,1.90B,6.00,0.0453,0.3419,0.07139999999999999,Quarterly,13.0,0.16449999999999998,0.134,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
WABC,Westamerica Bancorporation,1.22B,1.84,0.037599999999999995,0.39640000000000003,0.0341,Quarterly,32.0,0.027000000000000003,0.021,Others,0.0328,0.036096313151960484,0.02896625420109438,0.049948194285379874,0.03590963508948077,0.02896625420109438,0.0521967353223237,Financial Services,Banks - Regional,0.0,0.0,13.05,0.1463414634146339,0.04707273984564636
PEBO,Peoples Bancorp Inc.,1.07B,1.64,0.0536,0.5699000000000001,0.0252,Quarterly,9.0,0.0236,0.0339,Others,0.0509,0.05889087772823613,0.04693819312469099,0.07687557188646328,0.05556342040801221,0.0313830167061145,0.09824004915917557,Financial Services,Banks - Regional,0.0,0.0,8.84,0.05304518664047153,-0.03533656484058141
UTL,Unitil Corporation,872.27M,1.80,0.037000000000000005,0.6315,0.0588,Quarterly,10.0,0.0455,0.0364,Others,0.0315,0.034609956731321424,0.028385792937539952,0.04489460017116797,0.036840826782341414,0.027912129207740204,0.05524154145806929,Utilities,Utilities - Diversified,-1.83,133.17,8.51,0.17460317460317476,0.004320565838519297
ALRS,Alerus Financial Corporation,561.79M,0.84,0.038,0.41950000000000004,0.0513,Quarterly,20.0,0.0542,0.0645,Others,0.0322,0.035689502561773515,0.02001861515134431,0.05873654168512456,0.033980203497315654,0.02001861515134431,0.05873654168512456,Financial Services,Banks - Regional,0.0,0.0,10.76,0.18012422360248445,0.11829818803180205
BHB,Bar Harbor Bankshares,534.03M,1.28,0.039900000000000005,0.5461,0.0678,Quarterly,21.0,0.0661,0.07440000000000001,Others,0.0375,0.04253592615480668,0.03289141053459746,0.05487441551339316,0.042451589510167406,0.03098353566961581,0.08000669361975783,Financial Services,Banks - Regional,0.0,0.0,7.37,0.06400000000000017,-0.06010586504791018
PFIS,Peoples Financial Services Corp.,501.08M,2.47,0.049699999999999994,0.46659999999999996,0.20190000000000002,Quarterly,8.0,0.1606,0.114,Others,0.0376,0.043151244203814054,0.03168985673393291,0.06306319934860058,0.04227028839507621,0.03168985673393291,0.06306319934860058,Financial Services,Banks - Regional,0.0,0.0,10.83,0.3218085106382977,0.1757667592774035
SGU,"Star Group, L.P.",393.08M,0.74,0.0621,0.3992,0.0699,Quarterly,12.0,0.0605,0.0654,Others,0.0558,0.06604368444205434,0.05002445732144287,0.09127767448985558,0.07004229970664301,0.05002445732144287,0.10740899322506828,Energy,Oil & Gas Refining & Marketing,1.53,96.12,26.22,0.11290322580645161,-0.11339290314435146
FMAO,"Farmers & Merchants Bancorp, Inc.",353.66M,0.92,0.0354,0.3864,0.019799999999999998,Quarterly,15.0,0.0347,0.064,Others,0.0321,0.035648408929633765,0.02058235957792149,0.05310459709082372,0.031625655480548305,0.013360544180349031,0.05310459709082372,Financial Services,Banks - Regional,0.0,0.0,9.15,0.10280373831775716,0.11934438866486567
ARTNA,Artesian Resources Corporation,326.41M,1.25,0.039599999999999996,0.5640999999999999,0.0404,Quarterly,31.0,0.0371,0.0395,Others,0.0279,0.030400006121353337,0.01969363807889018,0.04213163013470329,0.03210028383553827,0.01969363807889018,0.045648161440966006,Utilities,Utilities - Regulated Water,-1.31,71.39,9.25,0.4193548387096772,0.2336339517396659
PCB,PCB Bancorp,316.47M,0.80,0.035699999999999996,0.332,0.11109999999999999,Quarterly,6.0,0.10060000000000001,0.1487,Others,0.034,0.03908752617993411,0.022022919888902755,0.059608941198429334,0.0,0.0,0.0,Financial Services,Banks - Regional,0.0,0.0,9.44,0.049999999999999795,0.0
FNLC,"The First Bancorp, Inc.",302.64M,1.48,0.0548,0.5195000000000001,0.0282,Quarterly,6.0,0.028999999999999998,0.0349,Others,0.0502,0.057758264103817916,0.0462152817399718,0.07001198496942712,0.059726064809302,0.042467487622361084,0.08858737040671132,Financial Services,Banks - Regional,0.0,0.0,11.86,0.09163346613545817,-0.08247763895093913
FDBC,"Fidelity D & D Bancorp, Inc.",261.98M,1.72,0.0379,0.3614,0.0584,Quarterly,10.0,0.0571,0.0704,Others,0.0295,0.03283885560479774,0.02049384802400007,0.04397460519558894,0.03188444312456817,0.015772622944870706,0.06211608897389338,Financial Services,Banks - Regional,0.0,0.0,11.96,0.2847457627118646,0.18866745929762288
RGCO,"RGC Resources, Inc.",228.13M,0.87,0.0393,0.6518,0.04019999999999999,Quarterly,12.0,0.0239,0.0342,Others,0.0368,0.040823932804830786,0.033313850413475725,0.055522455858169575,0.03762510594666927,0.024296406095981205,0.055522455858169575,Utilities,Utilities - Regulated Gas,0.6,131.18,11.98,0.06793478260869572,0.044515331218063996
UBCP,"United Bancorp, Inc.",82.05M,0.93,0.06509999999999999,0.7021999999999999,0.076,Quarterly,5.0,0.0588,0.1005,Others,0.0471,0.06873558320768286,0.04211583283897173,0.1343095081663984,0.06881407249549222,0.04211583283897173,0.1343095081663984,Financial Services,Banks - Regional,0.0,0.0,11.47,0.38216560509554115,-0.05397257219060136
